source_system,procedure_number,lot_number,participant_role,participant_name,participant_inn,participant_external_id,offer_price_rub,is_winner,evidence_source
roseltorg,B0505251444149,41,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,42,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,43,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,44,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,45,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,46,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,47,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,48,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,49,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,50,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,51,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,52,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,53,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,54,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,55,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,56,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,57,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,58,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,59,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,60,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,61,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,62,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,63,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,64,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,65,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,66,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,67,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,68,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,69,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,70,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,71,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,72,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,73,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,74,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,75,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,76,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,77,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,78,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,79,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,80,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,81,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,82,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,83,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,84,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,85,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,86,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,87,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,88,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,89,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,90,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,91,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,92,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,93,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,94,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,95,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,96,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,97,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,98,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,99,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,100,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,101,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
roseltorg,B0505251444149,102,seller_from_public_schema,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕАПТЕКА""",7704865540,,0.0,False,roseltorg_json_ld_offers_seller
